Category,Question,Solution,Interviewer,Company
Web/Network,"There is a linkedlist consist of nodes. 
struct node
{
        int data;
        node * next;
        node * bottom;
}
each node has 2 pointers, next pointer and bottom pointer.
you are given a head of the linked list, you need to find the sum of data of all the nodes.
e.g:
1->1->1->1
   |
   1->1->1->1
              |
          1->1->1->1->-1
         |
         1->1
         |
         1
         |
         1->1->1
            |
            1",,,Devsinc
Web/Network,"There is a linkedlist consist of nodes. 
struct node
{
        int data;
        node * ptr1;
        node * ptr2;
        node * ptr3;
        node * ptr4;
}
each node has 4 pointers, meaning it can have maximum of 4 attached nodes. any of the pointers can be null.
you are given a head of the linked list, you need to find the sum of data of all the nodes. (use only recursion)",,,Devsinc
Web/Network,There's a linked list whose head and tail is not known. i have a pointer pointing to any random node. delete t node. you can't traverse it.,,,Devsinc
Web/Network,Delete a node of bst.,,,Devsinc
Web/Network,Delete middle node of linked list.,,,Devsinc
Web/Network,Delete node,,,Devsinc
Web/Network,Default port of http and https.,,,Devsinc
Web/Network,Delete node whose whose address is given,,,Devsinc
Web/Network,Return 2nd last node,,,Devsinc
Web/Network,Return  nth to last node,,,Devsinc
Web/Network,What is header in https request.,,,Devsinc
Web/Network,Js single threaded/event loop,,,EMPG
Web/Network,Node single threaded?,,,EMPG
Web/Network,"What is react, and why react?",,Maria Rafique,EMPG
Web/Network,"Consider a row of n coins of values v1 . . . vn, where n is even.
 we play a game against an opponent by alternating turns. 
in each turn, a player selects either the first or last coin from the row, 
removes it from the row permanently, and receives the value of the coin.
 determine the maximum possible amount of money we can definitely win if we move first.
solutions: 
- https://www.geeksforgeeks.org/optimal-strategy-for-a-game-set-2
- https://www.geeksforgeeks.org/optimal-strategy-for-a-game-dp-31",,,Educative
Web/Network,Find the rd highest node in bst using o(1) space and in o(n) time,,,Educative
Web/Network,"Find the lowest common ansectors of two nodes having value n1 and n2 respectively.
note: ansectors will also include the node itself + the chain of parents of the nodes.
follow up: what if the duplicate nodes are present in the binary tree",,,Educative
Web/Network,"Given a binary tree where each node can only have a digit (0-9) value, each root-to-leaf path will represent a number. find the total sum of all the numbers represented by all paths. e.g. a binary tree has following three paths 1) 1->7 2) 1->9->2 3) 1->9->9 n answer should be 17+192+199 = 408",,,Educative
Web/Network,Given a bst. there is a next pointer in every node of the tree it should point to the right node in the same level and the last element of each level should point to null.,,Interviewer: Rahim ul haq,Educative
Web/Network,"Given two binary trees, create a new tree t at every node contains sum of corresponding nodes of other two binary trees.",,,Educative
Web/Network,"You have given a linklist, which contains even and odd value in data. write a function t reverse the consecutive even node whose value are even. and don't alter the odd node. for example, 1 2 3 4 6 8 9 10 12 7,  after reverse, linklist should be 1 2 3 8 6 4 9 12 10 7.",,,Educative
Web/Network,"Given a binary tree every node of tree should have a property of siblings which will point to its next child.
example
   1
2    3   output: 1->2->3->null",,"Mohammad Usman
",Educative
Web/Network,"Give a string containing valid xml/html code and convert it into a k -child tree.
example
""<html><body><a></a><a></a></body></html>""
output: html
               |
            body
           /       \
          a       a",,"Mohammad Usman
",Educative
Web/Network,"Given a binary tree every node of tree should have a property of siblings which will point to its next child.
example
   1
2    3   output: 1->2->3->null",,"Mohammad Usman
",Educative
Web/Network,"Give a string containing valid xml/html code and convert it into a k -child tree.
example
""<html><body><a></a><a></a></body></html>""
output: html
               |
            body
           /       \
          a       a",,"Mohammad Usman
",Educative
Web/Network,"Given a binary tree, count the number of nodes whose average is equal to the average of t node value.",Recursion,Zaid Tariq,Educative
Web/Network,"A binary tree is given, and we alter the node class, and add a new member ""node * next"" , you have to initilize s member with either null, or the the right node in same level",,,Educative
Web/Network,Some questions from design pattern and javascript are also asked lekin maine javascript pe kaam nhi kya howa aur dp padhi nhi is lye further questioning nhi hoi,,,Esketchers
Web/Network,Mac vs ip address,,,Esketchers
Web/Network,Tcp udp,,,Esketchers
Web/Network,Html tags,,,Esketchers
Web/Network,"Or phir cto ne zero se interview lena start kiya oop, db, dsa k questions + database ki query  k table bnana jispe facebook ka friend request wala system save ho sara..",,,Focusteck
Web/Network,How to clone a object in js (deep copy),,Mubarak Ahmad,Focusteck
Web/Network,"Bst ma max kitny nodes hotay hain. inka kaam php aur ruby on rails ka ha, python node nhi krtay ye log bilkul b.",,,Foomotion
Web/Network,"Q2. given two linked lists, add the second one in the middle node of first list. e.g 1-2-3; 4-5",,,Foomotion
Web/Network,Given a linked list delete its middle node,,,Foomotion
Web/Network,"Rest are the basic oop,db, dsa concepts",,,Foomotion
Web/Network,Sql server,,,Hazelsoft
Web/Network,"Q1) using singly linked list, you are on a node and you have to delete it but you don't have the address of prev node, how would you delete t node?",,,INNOVICSOFT
Web/Network,How node handles multiple requests?,,,MergeStack
Web/Network,Program to find nth last node of a linked list,,,OCloud Solutions
Web/Network,Find middle node of link list in o(n),,,OCloud Solutions
Web/Network,"Return the nth node from the last from a linkedlist using a single loop.
void  func(linkedlist *list, int n);",,,OCloud Solutions
Web/Network,"Solution:

1) (75/100)*560000 = 420000
2) 4 years   explanation: 4+7+10+13+16 = 50
3) 
persons a and b cross the bridge together with the torch, which takes 2 minutes.
person a returns with the torch, which takes 1 minute.
persons c and d cross the bridge together with the torch, which takes 8 minutes.
person b returns with the torch, which takes 2 minutes.
persons a and b cross the bridge together with the torch, which takes 2 minutes.
therefore, the total time required to cross all people across the bridge is 2 + 1 + 8 + 2 + 2 = 15 minutes.

4)
public class app {

    public static double power(int n, int m)  //logn time complexity
    {
        if (m == 0) {
            return 1;
        } else if (m < 0) {
            return 1 / power(n, math.abs(m));
        } else if (m % 2 == 0) {
            double halfpower = power(n, m / 2);
            return halfpower * halfpower;
        } else {
            return n * power(n, m - 1);
        }
    }

    public static double powr(int n, int m)   //n time complexity
    {
        if(m==0)
        {
            return 1;
        }
        else if(m<0)
        {
            return 1/powr(n, math.abs(m));
        }
        else
        {
            return n*powr(n, m-1);
        }
    }

    // public static double power(int n, int m)  //with loop
    // {
    //     double ans = 1;
    //     if(m>=0)
    //     {
    //         for(int i=0;i<m;i++)
    //         {
    //             ans=n*ans;
    //         }
    //     }
    //     else
    //     {
    //         m = math.abs(m);
    //         for(int i=0;i<m;i++)
    //         {
    //             ans=n*ans;
    //         }
    //         ans = 1/ans;
    //     }
    //     return ans;
    // } 
    public static void main(string[] args) throws exception {
        
        int n=4;
        int m=3; 

        system.out.println(powr(n, m));  // 64

        n=4;
        m=-3; 

        system.out.println(powr(n, m));   // 0.0156

    }
}

6)
public static void func(linkedlist<integer> list, int n) {
    // initialize two pointers to the head of the list
    node<integer> p1 = list.getfirst();
    node<integer> p2 = list.getfirst();

    // move the second pointer n positions ahead of the first pointer
    for (int i = 0; i < n; i++) {
        if (p2 == null) {
            system.out.println(""the list is too short."");
            return;
        }
        p2 = p2.getnext();
    }

    // move both pointers together until the second pointer reaches the end of the list
    while (p2 != null) {
        p1 = p1.getnext();
        p2 = p2.getnext();
    }

    // the first pointer is now pointing to the nth node from the end of the list
    system.out.println(""the "" + n + ""th node from the end of the list is "" + p1.getdata());
}

7)
select manager, count(emp) as count from employees group by manager order by count desc, manager asc;

8)
select depname 
from dep 
where dno not in (select dno from emp group by dno having count(*) > 0);",,,OCloud Solutions
Web/Network,Given a no n find the nth last node of link list (you have to it in single loop in o(n)) there can be many loops but you can use only one in s example,,,OCloud Solutions
Web/Network,Tree m srf aik root node h .. ye bst hai ya ni,,,Qbatch
Web/Network,How to submit a form in react (send data from form to database??),,,Qbatch
Web/Network,Restful api,,,Qbatch
Web/Network,Or cookies client side pr locally kahan store hoti hn,,,Qbatch
Web/Network,React,,,Qbatch
Web/Network,Https://leetcode.com/problems/balanced-binary-tree/,,,Revolving Games
Web/Network,Https://cppsecrets.com/users/149371151041141171161059599111504898559548536410011611746979946105110/c00-minimum-knight-steps.php,,,Revolving Games
Web/Network,Https://leetcode.com/problems/integer-to-roman/,,,Revolving Games
Web/Network,Pseudocode of finding center node from a linked list? (in a single loop),,,SSI
Web/Network,"You have a rotating disc, and above the disk there is a sensor. disc is such t it's have side has patterns, rest are plain. when sensor sense patterned region of disk, it displays 1 on screen and sense plain region, it displays 0. you have to find if the disk moving is clockwise or anticlockwise.",,,SSI
Web/Network,If a variable is intialized as a string in global scope and  assigned a int value in a method and  a bool value in a method is s a valid operations in js?,,,SSI
Web/Network,"Api testing, db, oop, dsa, basic analytical questions, iq questions, sdlc, stlc, bug lifecycle, testing kai concepts, black box, white box, regression testing, sql queries, joins",,,Slashnext
Web/Network,Rd question was s one https://leetcode.com/problems/jump-game/,,,Tajir
Web/Network,How data will be sent to server through http requests,,,Tajir
Web/Network,Design all pages of tajir app (not ui but backend),,,Tajir
Web/Network,Https://leetcode.com/problems/game-of-life/,,,Tajir
Web/Network,Useeffect in react with dependency list,,,Technosoft
Web/Network,A tree is a type of graph t has a hierarchical structure with a single root node and directed,,,Technosoft
Web/Network,"What is es6, js vs jquery",,,Technosoft
Web/Network,Write code for database attaching to the backend in my case backend was node.js,,,Technosoft
Web/Network,Css class and id vs inline styles,,,Technosoft
Web/Network,"Write a function which takes the price of car and calculate the price of the car in each coming year.
- 40% price of car decreases in the first year.
-20% devalue in rest of the years
- program returns the price when the car is 9 years old or cost becomes less n $1000",,,Technosoft
Web/Network,Basic js and html tags (syntax based mcqs),,,Technosoft
Web/Network,Difference between state and props in react.,,,Technosoft
Web/Network,Or ordering of packets. the choice between tcp and udp depends on the specific requirements of the,,,Technosoft
Web/Network,Js me alert prompt or confirm me difference,,,Technosoft
Web/Network,Q5) tcp / udp,,,Technosoft
Web/Network,Tcp (transmission control protocol) and udp (user datagram protocol) are two protocols used in,,,Technosoft
Web/Network,"Tcp is a reliable, connection-oriented protocol t provides error checking and retransmission of lost",,,Technosoft
Web/Network,"Packets. tcp establishes a virtual circuit between the sender and receiver before transmitting data, and",,,Technosoft
Web/Network,"Udp, on the other hand, is a connectionless, unreliable protocol t provides no error checking or",,,Technosoft
Web/Network,"Retransmission of lost packets. udp is used for applications t require fast, low-latency data delivery,",,,Technosoft
Web/Network,"Tcp is a reliable, connection-oriented protocol t ensures all data is delivered correctly and in the right",,,Technosoft
Web/Network,"Order, while udp is a faster, connectionless, and less reliable protocol t does not guarantee delivery",,,Technosoft
Web/Network,Administrator or dhcp server.,,,Technosoft
Web/Network,Css em and rem difference,,,Technosoft
Web/Network,Css flexbox,,,Technosoft
Web/Network,Block vs inline elements in html,,,Technosoft
Web/Network,Closure in javascript,,,Technosoft
Web/Network,Html 5 newly added tags -> semantic markup,,,Technosoft
Web/Network,How to create table in html,,,Technosoft
Web/Network,Hoisting in javascript,,,Technosoft
Web/Network,Usestate in react,,,Technosoft
Web/Network,Q7) mac vs ip address?,,,Technosoft
Web/Network,Ip address is a software-based unique identifier assigned to a device on a network by the network,,,Technosoft
Web/Network,Javascript k koi b functions puche,,,Technosoft
Web/Network,"Given a node, delete it from linked list",,,Tintash
Web/Network,Delete a node of a linked list but you do not have the head pointer. you only have the refernce of the node t should be deleted.,,,Tintash
Web/Network,"Consider a singly linked list, and a pointer 'head' t points to the first node of the linked list. you need to provide the code to perform the minimum number of necessary deletions on the linked list so t the end state of your linked list is in ascending order or descending order.",,,Tintash
Web/Network,A linked list contains even and odd numbers. balance the linked list by deleting node such t it contains equal number of even and odd numbers.,,,Tintash
Web/Network,"Find ith-last node in a linked list, with 3 different methods (worst, better, best)",,,Tintash
Web/Network,Remove last nth node in link list (for t they made me design the whole list class),,,Tintash
